add_info;annotation;brand;"<setup>FMANUFACTURER;Все бренды:;string</setup>";"<setup>FATT_STR_38;Бренд:;string</setup>";"<setup>FNUMBER;Код товара;string</setup>";"<setup>FSTATE;Остатки на складе;int</setup>";"<setup>FATT_STR_33;DIA:;string</setup>";"<setup>FATT_STR_29;Посадочный диаметр:;string</setup>";"<setup>FATT_STR_32;Вылет:;string</setup>";"<setup>FATT_STR_30;Кол-во отверстий:;string</setup>";img;img_full;"<setup>FATT_STR_60;Ссылка:;string</setup>";"<setup>FATT_STR_36;Модель:;string</setup>";"<setup>FNAME;Наименование;string</setup>";"<setup>FATT_STR_31;PCD:;string</setup>";"<setup>FATT_STR_62;Цена закупа;int</setup>";"<setup>FATT_STR_63;Цена продажи;int</setup>";"<setup>FPRICE;Стоимость;double</setup>";"<setup>FATT_STR_61;Продавец:;string</setup>";short_name;"<setup>FANNOTATION;Описания;string</setup>";title_short;"<setup>FATT_STR_34;Тип:;string</setup>";"<setup>FATT_STR_24;Вид товара:;string</setup>";"<setup>FATT_STR_28;Ширина обода:;string</setup>"
;"8.25x17"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";XXR;XXR;XXR;40339;4;73.0;17;30;5;https://static.baza.farpost.ru/drom/1535723596344_bulletin;https://static.baza.farpost.ru/drom/1535723596344_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-j-30-5-114.3-100-h030-66112978.html;527;8,25*17 5*100,0 ET30 73,0 XXR 527;100.0;27900;32900;8225;Aniku;"8.25x17"", 5x100.0, ET30, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25j +30 5*114.3/100 (H030);XXR 527;Литой;Disk;8.25
;"8.25x17"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";XXR;XXR;XXR;40340;4;73.0;17;30;5;https://static.baza.farpost.ru/drom/1535723596344_bulletin;https://static.baza.farpost.ru/drom/1535723596344_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-j-30-5-114.3-100-h030-66112978.html;527;8,25*17 5*114,3 ET30 73,0 XXR 527;114.3;27900;32900;8225;Aniku;"8.25x17"", 5x114.3, ET30, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25j +30 5*114.3/100 (H030);XXR 527;Литой;Disk;8.25
;"8.0x16"", 5x114.30, ET28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40341;4;73.1;16;28;5;https://static.baza.farpost.ru/drom/1526565187193_bulletin;https://static.baza.farpost.ru/drom/1526565187193_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-8j-et-28-5-114.3-d162a-63488272.html;TE37 SL;8,0*16 5*114,3 ET28 73,1 VOLK TE37 SL;114.3;21900;26900;6725;Aniku;"8.0x16"", 5x114.3, ET28, ЦО73.1";NEW! Комплект дисков Volk Racing TE37 SL R16 8j ET+28 5*114.3 (D162A);Volk Racing TE37 SL;Литой;Disk;8.0
;"8.5x17"", 5x100.00, ET20, ЦО 73,1мм.";Shogun;Shogun;Shogun;40342;4;73.1;17;20;5;https://static.baza.farpost.ru/drom/1527774791838_bulletin;https://static.baza.farpost.ru/drom/1527774791838_default;https://baza.drom.ru/vladivostok/wheel/disc/novinka-original-komplekt-diskov-shogun-a1-r17-8.5-j-et20-5-100-s026-63860629.html;A1;8,5*17 5*100,0 ET20 73,1 Shogun A1;100.0;25900;30900;7725;Aniku;"8.5x17"", 5x100.0, ET20, ЦО73.1";Новинка! Оригинал! Комплект дисков Shogun A1 R17 8.5j ET20 5*100 (S026);Shogun A1;Литой;Disk;8.5
;"7.0x16"", 5x114.30, ET35, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40343;4;73.1;16;35;5;https://static.baza.farpost.ru/drom/1526565103966_bulletin;https://static.baza.farpost.ru/drom/1526565103966_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-et-35-5-114.3-d161a-63488248.html;TE37 SL;7,0*16 5*114,3 ET35 73,1 VOLK TE37 SL;114.3;21900;26900;6725;Aniku;"7.0x16"", 5x114.3, ET35, ЦО73.1";NEW! Комплект дисков Volk Racing TE37 SL R16 7j ET+35 5*114.3 (D161A);Volk Racing TE37 SL;Литой;Disk;7.0
;"9.75x18"", 5x100.00, 5x114.30, ET20, ЦО 73,0мм.";XXR;XXR;XXR;40344;4;73.0;18;20;5;https://static.baza.farpost.ru/drom/1535723475870_bulletin;https://static.baza.farpost.ru/drom/1535723475870_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-9.75-j-et-20-5-114.3-100-h023-1-66112946.html;527;9,75*18 5*100,0 ET20 73,0 XXR 527;100.0;32900;37900;9475;Aniku;"9.75x18"", 5x100.0, ET20, ЦО73.0";NEW! Комплект дисков XXR 527 R18 9.75j ET+20 5*114.3/100 (H023/1);XXR 527;Литой;Disk;9.75
;"9.75x18"", 5x100.00, 5x114.30, ET20, ЦО 73,0мм.";XXR;XXR;XXR;40345;4;73.0;18;20;5;https://static.baza.farpost.ru/drom/1535723475870_bulletin;https://static.baza.farpost.ru/drom/1535723475870_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-9.75-j-et-20-5-114.3-100-h023-1-66112946.html;527;9,75*18 5*114,3 ET20 73,0 XXR 527;114.3;32900;37900;9475;Aniku;"9.75x18"", 5x114.3, ET20, ЦО73.0";NEW! Комплект дисков XXR 527 R18 9.75j ET+20 5*114.3/100 (H023/1);XXR 527;Литой;Disk;9.75
;"7.0/8.0x16"", 5x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40346;4;73.1;16;35;5;https://static.baza.farpost.ru/drom/1526564938696_bulletin;https://static.baza.farpost.ru/drom/1526564938696_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-114.3-d161-d162a-63488201.html;TE37 SL;7,0*16 5*114,3 ET35 73,1 VOLK TE37 SL;114.3;21900;26900;6725;Aniku;"7.0x16"", 5x114.3, ET35, ЦО73.1";NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162A);Volk Racing TE37 SL;Литой;Disk;7.0
;"7.0/8.0x16"", 5x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40347;4;73.1;16;28;5;https://static.baza.farpost.ru/drom/1526564938696_bulletin;https://static.baza.farpost.ru/drom/1526564938696_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-114.3-d161-d162a-63488201.html;TE37 SL;7,0*16 5*114,3 ET28 73,1 VOLK TE37 SL;114.3;21900;26900;6725;Aniku;"7.0x16"", 5x114.3, ET28, ЦО73.1";NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162A);Volk Racing TE37 SL;Литой;Disk;7.0
;"7.0/8.0x16"", 5x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40348;4;73.1;16;35;5;https://static.baza.farpost.ru/drom/1526564938696_bulletin;https://static.baza.farpost.ru/drom/1526564938696_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-114.3-d161-d162a-63488201.html;TE37 SL;8,0*16 5*114,3 ET35 73,1 VOLK TE37 SL;114.3;21900;26900;6725;Aniku;"8.0x16"", 5x114.3, ET35, ЦО73.1";NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162A);Volk Racing TE37 SL;Литой;Disk;8.0
;"7.0/8.0x16"", 5x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40349;4;73.1;16;28;5;https://static.baza.farpost.ru/drom/1526564938696_bulletin;https://static.baza.farpost.ru/drom/1526564938696_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-114.3-d161-d162a-63488201.html;TE37 SL;8,0*16 5*114,3 ET28 73,1 VOLK TE37 SL;114.3;21900;26900;6725;Aniku;"8.0x16"", 5x114.3, ET28, ЦО73.1";NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162A);Volk Racing TE37 SL;Литой;Disk;8.0
;"8.5x17"", 5x100.00, ET20, ЦО 73,1мм.";Shogun;Shogun;Shogun;40350;4;73.1;17;20;5;https://static.baza.farpost.ru/drom/1527774561181_bulletin;https://static.baza.farpost.ru/drom/1527774561181_default;https://baza.drom.ru/vladivostok/wheel/disc/novinka-original-komplekt-diskov-shogun-a1-r17-8.5-j-et20-5-100-s025-63860483.html;A1;8,5*17 5*100,0 ET20 73,1 Shogun A1;100.0;25900;30900;7725;Aniku;"8.5x17"", 5x100.0, ET20, ЦО73.1";Новинка! Оригинал! Комплект дисков Shogun A1 R17 8.5j ET20 5*100 (S025);Shogun A1;Литой;Disk;8.5
;"8.75x18"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";XXR;XXR;XXR;40351;4;73.0;18;30;5;https://static.baza.farpost.ru/drom/1535723397396_bulletin;https://static.baza.farpost.ru/drom/1535723397396_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-8.75-j-et-30-5-114.3-100-h022-66112920.html;527;8,75*18 5*100,0 ET30 73,0 XXR 527;100.0;32900;37900;9475;Aniku;"8.75x18"", 5x100.0, ET30, ЦО73.0";NEW! Комплект дисков XXR 527 R18 8.75j ET+30 5*114.3/100 (H022);XXR 527;Литой;Disk;8.75
;"8.75x18"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";XXR;XXR;XXR;40352;4;73.0;18;30;5;https://static.baza.farpost.ru/drom/1535723397396_bulletin;https://static.baza.farpost.ru/drom/1535723397396_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-8.75-j-et-30-5-114.3-100-h022-66112920.html;527;8,75*18 5*114,3 ET30 73,0 XXR 527;114.3;32900;37900;9475;Aniku;"8.75x18"", 5x114.3, ET30, ЦО73.0";NEW! Комплект дисков XXR 527 R18 8.75j ET+30 5*114.3/100 (H022);XXR 527;Литой;Disk;8.75
;"7.0x15"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";RAYS VOLK RACING TE37;VOLK;VOLK;40353;4;73.1;15;30;4;https://static.baza.farpost.ru/drom/1526345372831_bulletin;https://static.baza.farpost.ru/drom/1526345372831_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-4-100-d151c-63404255.html;TE37 SL;7,0*15 4*98,0 ET30 73,1 VOLK TE37 SL;98.0;19900;24900;6225;Aniku;"7.0x15"", 4x98.0, ET30, ЦО73.1";NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 4*100 (D151C);Volk Racing TE37 SL;Литой;Disk;7.0
;"7.0x15"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";RAYS VOLK RACING TE37;VOLK;VOLK;40354;4;73.1;15;30;4;https://static.baza.farpost.ru/drom/1526345372831_bulletin;https://static.baza.farpost.ru/drom/1526345372831_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-4-100-d151c-63404255.html;TE37 SL;7,0*15 4*100,0 ET30 73,1 VOLK TE37 SL;100.0;19900;24900;6225;Aniku;"7.0x15"", 4x100.0, ET30, ЦО73.1";NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 4*100 (D151C);Volk Racing TE37 SL;Литой;Disk;7.0
;"9.0x18"", 5x100.00, ET30, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40355;4;73.1;18;30;5;https://static.baza.farpost.ru/drom/1526352268610_bulletin;https://static.baza.farpost.ru/drom/1526352268610_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r18-9j-et-30-5-100-d100a-63407479.html;TE37 SL;9,0*18 5*100,0 ET30 73,1 VOLK TE37 SL;100.0;28900;33900;8475;Aniku;"9.0x18"", 5x100.0, ET30, ЦО73.1";NEW! Комплект дисков Volk Racing TE37SL R18 9j ET+30 5*100 (D100A);Volk Racing TE37 SL;Литой;Disk;9.0
;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";XXR 527;XXR;XXR;40356;4;73.0;17;30;5;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;527;8,25*17 5*100,0 ET30 73,0 XXR 527;100.0;27900;32900;8225;Aniku;"8.25x17"", 5x100.0, ET30, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;Литой;Disk;8.25
;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";XXR 527;XXR;XXR;40357;4;73.0;17;30;5;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;527;8,25*17 5*114,3 ET30 73,0 XXR 527;114.3;27900;32900;8225;Aniku;"8.25x17"", 5x114.3, ET30, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;Литой;Disk;8.25
;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";XXR 527;XXR;XXR;40358;4;73.0;17;25;5;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;527;8,25*17 5*100,0 ET25 73,0 XXR 527;100.0;27900;32900;8225;Aniku;"8.25x17"", 5x100.0, ET25, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;Литой;Disk;8.25
;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";XXR 527;XXR;XXR;40359;4;73.0;17;25;5;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;527;8,25*17 5*114,3 ET25 73,0 XXR 527;114.3;27900;32900;8225;Aniku;"8.25x17"", 5x114.3, ET25, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;Литой;Disk;8.25
;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";XXR 527;XXR;XXR;40360;4;73.0;17;30;5;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;527;9,75*17 5*100,0 ET30 73,0 XXR 527;100.0;27900;32900;8225;Aniku;"9.75x17"", 5x100.0, ET30, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;Литой;Disk;9.75
;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";XXR 527;XXR;XXR;40361;4;73.0;17;30;5;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;527;9,75*17 5*114,3 ET30 73,0 XXR 527;114.3;27900;32900;8225;Aniku;"9.75x17"", 5x114.3, ET30, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;Литой;Disk;9.75
;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";XXR 527;XXR;XXR;40362;4;73.0;17;25;5;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;527;9,75*17 5*100,0 ET25 73,0 XXR 527;100.0;27900;32900;8225;Aniku;"9.75x17"", 5x100.0, ET25, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;Литой;Disk;9.75
;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";XXR 527;XXR;XXR;40363;4;73.0;17;25;5;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;527;9,75*17 5*114,3 ET25 73,0 XXR 527;114.3;27900;32900;8225;Aniku;"9.75x17"", 5x114.3, ET25, ЦО73.0";NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;Литой;Disk;9.75
;"8.0x17"", 5x100.00, 5x114.30, ET38, ЦО 73,1мм.";Advan;ADVAN;ADVAN;40364;4;73.1;17;38;5;https://static.baza.farpost.ru/drom/1499563004876_bulletin;https://static.baza.farpost.ru/drom/1499563004876_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-advan-rs-r17-8.0-jj-et38-5-114.3-5-100-e050-55577741.html;RS;8,0*17 5*100,0 ET38 73,1 ADVAN RS;100.0;23900;28900;7225;Aniku;"8.0x17"", 5x100.0, ET38, ЦО73.1";NEW Комплект дисков Advan RS R17 8.0jj ET38 5*114.3 / 5*100 (E050*);Advan RS;Литой;Disk;8.0
;"8.0x17"", 5x100.00, 5x114.30, ET38, ЦО 73,1мм.";Advan;ADVAN;ADVAN;40365;4;73.1;17;38;5;https://static.baza.farpost.ru/drom/1499563004876_bulletin;https://static.baza.farpost.ru/drom/1499563004876_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-advan-rs-r17-8.0-jj-et38-5-114.3-5-100-e050-55577741.html;RS;8,0*17 5*114,3 ET38 73,1 ADVAN RS;114.3;23900;28900;7225;Aniku;"8.0x17"", 5x114.3, ET38, ЦО73.1";NEW Комплект дисков Advan RS R17 8.0jj ET38 5*114.3 / 5*100 (E050*);Advan RS;Литой;Disk;8.0
;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";XXR;XXR;XXR;40366;4;73.0;18;30;5;https://static.baza.farpost.ru/drom/1535723139835_bulletin;https://static.baza.farpost.ru/drom/1535723139835_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-xxr-527-r18-8.75-9.75-j-5-114.3-100-h022-h023-66112838.html;527;8,75*18 5*100,0 ET30 73,0 XXR 527;100.0;32900;37900;9475;Aniku;"8.75x18"", 5x100.0, ET30, ЦО73.0";NEW! Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);XXR 527;Литой;Disk;8.75
;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";XXR;XXR;XXR;40367;4;73.0;18;30;5;https://static.baza.farpost.ru/drom/1535723139835_bulletin;https://static.baza.farpost.ru/drom/1535723139835_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-xxr-527-r18-8.75-9.75-j-5-114.3-100-h022-h023-66112838.html;527;8,75*18 5*114,3 ET30 73,0 XXR 527;114.3;32900;37900;9475;Aniku;"8.75x18"", 5x114.3, ET30, ЦО73.0";NEW! Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);XXR 527;Литой;Disk;8.75
;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";XXR;XXR;XXR;40368;4;73.0;18;20;5;https://static.baza.farpost.ru/drom/1535723139835_bulletin;https://static.baza.farpost.ru/drom/1535723139835_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-xxr-527-r18-8.75-9.75-j-5-114.3-100-h022-h023-66112838.html;527;8,75*18 5*100,0 ET20 73,0 XXR 527;100.0;32900;37900;9475;Aniku;"8.75x18"", 5x100.0, ET20, ЦО73.0";NEW! Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);XXR 527;Литой;Disk;8.75
;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";XXR;XXR;XXR;40369;4;73.0;18;20;5;https://static.baza.farpost.ru/drom/1535723139835_bulletin;https://static.baza.farpost.ru/drom/1535723139835_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-xxr-527-r18-8.75-9.75-j-5-114.3-100-h022-h023-66112838.html;527;8,75*18 5*114,3 ET20 73,0 XXR 527;114.3;32900;37900;9475;Aniku;"8.75x18"", 5x114.3, ET20, ЦО73.0";NEW! Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);XXR 527;Литой;Disk;8.75
;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";XXR;XXR;XXR;40370;4;73.0;18;30;5;https://static.baza.farpost.ru/drom/1535723139835_bulletin;https://static.baza.farpost.ru/drom/1535723139835_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-xxr-527-r18-8.75-9.75-j-5-114.3-100-h022-h023-66112838.html;527;9,75*18 5*100,0 ET30 73,0 XXR 527;100.0;32900;37900;9475;Aniku;"9.75x18"", 5x100.0, ET30, ЦО73.0";NEW! Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);XXR 527;Литой;Disk;9.75
;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";XXR;XXR;XXR;40371;4;73.0;18;30;5;https://static.baza.farpost.ru/drom/1535723139835_bulletin;https://static.baza.farpost.ru/drom/1535723139835_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-xxr-527-r18-8.75-9.75-j-5-114.3-100-h022-h023-66112838.html;527;9,75*18 5*114,3 ET30 73,0 XXR 527;114.3;32900;37900;9475;Aniku;"9.75x18"", 5x114.3, ET30, ЦО73.0";NEW! Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);XXR 527;Литой;Disk;9.75
;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";XXR;XXR;XXR;40372;4;73.0;18;20;5;https://static.baza.farpost.ru/drom/1535723139835_bulletin;https://static.baza.farpost.ru/drom/1535723139835_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-xxr-527-r18-8.75-9.75-j-5-114.3-100-h022-h023-66112838.html;527;9,75*18 5*100,0 ET20 73,0 XXR 527;100.0;32900;37900;9475;Aniku;"9.75x18"", 5x100.0, ET20, ЦО73.0";NEW! Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);XXR 527;Литой;Disk;9.75
;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";XXR;XXR;XXR;40373;4;73.0;18;20;5;https://static.baza.farpost.ru/drom/1535723139835_bulletin;https://static.baza.farpost.ru/drom/1535723139835_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-xxr-527-r18-8.75-9.75-j-5-114.3-100-h022-h023-66112838.html;527;9,75*18 5*114,3 ET20 73,0 XXR 527;114.3;32900;37900;9475;Aniku;"9.75x18"", 5x114.3, ET20, ЦО73.0";NEW! Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);XXR 527;Литой;Disk;9.75
;"8.0x16"", 5x114.30, ET28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40374;4;73.1;16;28;5;https://static.baza.farpost.ru/drom/1526564812668_bulletin;https://static.baza.farpost.ru/drom/1526564812668_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-8j-et-28-5-114.3-d162-63488172.html;TE37 SL;8,0*16 5*114,3 ET28 73,1 VOLK TE37 SL;114.3;21900;26900;6725;Aniku;"8.0x16"", 5x114.3, ET28, ЦО73.1";NEW! Комплект дисков Volk Racing TE37 SL R16 8j ET+28 5*114.3 (D162);Volk Racing TE37 SL;Литой;Disk;8.0
;"7.0x16"", 5x114.30, ET35, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40375;4;73.1;16;35;5;https://static.baza.farpost.ru/drom/1526564704638_bulletin;https://static.baza.farpost.ru/drom/1526564704638_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-et-35-5-114.3-d161-63488131.html;TE37 SL;7,0*16 5*114,3 ET35 73,1 VOLK TE37 SL;114.3;21900;26900;6725;Aniku;"7.0x16"", 5x114.3, ET35, ЦО73.1";NEW! Комплект дисков Volk Racing TE37 SL R16 7j ET+35 5*114.3 (D161);Volk Racing TE37 SL;Литой;Disk;7.0
;"8.5x18"", 5x112.00, ET35, ЦО 66,6мм.";Vossen;VOSSEN;VOSSEN;40376;4;66.6;18;35;5;https://static.baza.farpost.ru/drom/1472996375281_bulletin;https://static.baza.farpost.ru/drom/1472996375281_default;https://baza.drom.ru/vladivostok/wheel/disc/vossen-cv3-r18-8.5-et-35-5-112-g349-47762834.html;CV3;8,5*18 5*112,0 ET35 66,6 VOSSEN CV3;112.0;24999;29999;7499;Aniku;"8.5x18"", 5x112.0, ET35, ЦО66.6";Vossen CV3 R18 8.5 ET+35 5*112 (G349);Vossen CV3;Литой;Disk;8.5
;"8.5/9.5x18"", 5x112.00, ET35/35, ЦО 66,6мм.";Vossen;VOSSEN;VOSSEN;40377;4;66.6;18;35;5;https://static.baza.farpost.ru/drom/1472996503883_bulletin;https://static.baza.farpost.ru/drom/1472996503883_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-vossen-cv3-r18-8.5-9.5-et-35-5-112-g349-g350-47762807.html;CV3;8,5*18 5*112,0 ET35 66,6 VOSSEN CV3;112.0;24999;29999;7499;Aniku;"8.5x18"", 5x112.0, ET35, ЦО66.6";NEW! Разноширокие Vossen CV3 R18 8.5/9.5 ET+35 5*112 (G349 G350);Vossen CV3;Литой;Disk;8.5
