link;price;title;title_short;annotation;diameter;width;et;pcd;type;dia;retail_price;brand;img;img_full;seller
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-63302278.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";"18""";"8.5""";35мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1535090809131_bulletin;https://static.baza.farpost.ru/drom/1535090809131_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64851136.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x5;Литой;73,1 мм.;26999;Work;https://static.baza.farpost.ru/drom/1531193825341_bulletin;https://static.baza.farpost.ru/drom/1531193825341_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-3sdm-64914039.html;20999;Комплект дисков 3SDM;3SDM;"9.0x17"", 5x100.00, ET30, ЦО 57,1мм.";"17""";"9.0""";30мм;100.00x5;Литой;57,1 мм.;25999;3SDM;https://static.baza.farpost.ru/drom/1524379846219_bulletin;https://static.baza.farpost.ru/drom/1524379846219_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-xxr-527-64914553.html;26999;New! Комплект дисков XXR 527;XXR 527;"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";"18""";"8.5""";35мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;XXR;https://static.baza.farpost.ru/drom/1531407157467_bulletin;https://static.baza.farpost.ru/drom/1531407157467_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-65229738.html;15999;Комплект дисков XXR 527;XXR 527;"8.25x15"", 4x100.00, 4x114.30, ET0, ЦО 73,1мм.";"15""";"8.25""";0мм;100.00x4,114.30x4;Литой;73,1 мм.;20999;XXR;https://static.baza.farpost.ru/drom/1535086387537_bulletin;https://static.baza.farpost.ru/drom/1535086387537_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-work-t7r-63199800.html;26999;New! Комплект Work T7R;Work T7R;"8.5x18"", 5x114.30, ET33, ЦО 73,1мм.";"18""";"8.5""";33мм;114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1525660730952_bulletin;https://static.baza.farpost.ru/drom/1525660730952_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-64202102.html;15999;Комплект дисков Rays te37;Rays te37;"8.0x15"", 4x100.00, ET10, ЦО 73,1мм.";"15""";"8.0""";10мм;100.00x4;Литой;73,1 мм.;20999;RAYS;https://static.baza.farpost.ru/drom/1528949818554_bulletin;https://static.baza.farpost.ru/drom/1528949818554_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-work-emotion-cr2p-64914488.html;25999;New! Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5x18"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм.";"18""";"8.5""";28мм;100.00x5,114.30x5;Литой;73,1 мм.;30999;Work;https://static.baza.farpost.ru/drom/1524437827032_bulletin;https://static.baza.farpost.ru/drom/1524437827032_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60271289.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"9.0x17"", 5x114.30, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;114.30x5;Литой;73,1 мм.;26999;ProDrive;https://static.baza.farpost.ru/drom/1506091116512_bulletin;https://static.baza.farpost.ru/drom/1506091116512_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-bbs-61486717.html;22999;Комплект дисков BBS;BBS;"8.0x17"", 4x100.00, 4x114.30, ET20, ЦО 73,1мм.";"17""";"8.0""";20мм;100.00x4,114.30x4;Литой;73,1 мм.;27999;BBS;https://static.baza.farpost.ru/drom/1520236762465_bulletin;https://static.baza.farpost.ru/drom/1520236762465_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-62127069.html;24999;Комплект дисков Vossen CV3;Vossen CV3;"8.0x18"", 5x120.00, ET35, ЦО 72,6мм.";"18""";"8.0""";35мм;120.00x5;Литой;72,6 мм.;29999;Vossen;https://static.baza.farpost.ru/drom/1493374382875_bulletin;https://static.baza.farpost.ru/drom/1493374382875_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-weds-62333625.html;21999;NEW! Комплект Weds;Weds;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1524751478185_bulletin;https://static.baza.farpost.ru/drom/1524751478185_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-weds-62333710.html;21999;NEW! Комплект дисков Weds;Weds;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1524781872698_bulletin;https://static.baza.farpost.ru/drom/1524781872698_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv5-62819567.html;21999;Комплект дисков Vossen CV5;Vossen CV5;"7.5x17"", 5x114.30, ET40, ЦО 73,1мм.";"17""";"7.5""";40мм;114.30x5;Литой;73,1 мм.;26999;Vossen;https://static.baza.farpost.ru/drom/1524441169654_bulletin;https://static.baza.farpost.ru/drom/1524441169654_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37v-63071643.html;25999;Комплект дисков Rays TE37V;Rays TE37V;"8.5/9.5x18"", 5x114.30, ET40/35, ЦО 73,1мм.";"18""";"8.5/9.5""";40/35мм;114.30x5;Литой;73,1 мм.;30999;RAYS;https://static.baza.farpost.ru/drom/1525245088856_bulletin;https://static.baza.farpost.ru/drom/1525245088856_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-64211184.html;15999;Комплект дисков Rays te37;Rays te37;"8.0x15"", 4x100.00, ET10, ЦО 73,1мм.";"15""";"8.0""";10мм;100.00x4;Литой;73,1 мм.;20999;RAYS;https://static.baza.farpost.ru/drom/1528966581046_bulletin;https://static.baza.farpost.ru/drom/1528966581046_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-53210778.html;24999;Комплект дисков Work;Work;"9.5x18"", 5x100.00, 5x114.30, ET20, ЦО 73,1мм.";"18""";"9.5""";20мм;100.00x5,114.30x5;Литой;73,1 мм.;29999;Work;https://static.baza.farpost.ru/drom/1491634223434_bulletin;https://static.baza.farpost.ru/drom/1491634223434_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-3sdm-54322971.html;20999;Комплект дисков 3SDM;3SDM;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x5;Литой;73,1 мм.;25999;3SDM;https://static.baza.farpost.ru/drom/1524379846219_bulletin;https://static.baza.farpost.ru/drom/1524379846219_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-shogun-a1-54870144.html;21999;New! Shogun A1;Shogun A1;"8.5x17"", 5x114.30, ET20, ЦО 73,1мм.";"17""";"8.5""";20мм;114.30x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1496998609249_bulletin;https://static.baza.farpost.ru/drom/1496998609249_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-59158905.html;20999;New! Prodrive GC-05F;Prodrive GC-05F;"8.0x17"", 5x114.30, ET37, ЦО 67,1мм.";"17""";"8.0""";37мм;114.30x5;Литой;67,1 мм.;25999;ProDrive;https://static.baza.farpost.ru/drom/1535085311776_bulletin;https://static.baza.farpost.ru/drom/1535085311776_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-60795578.html;21999;Комплект дисков Weds;Weds;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;114.30x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1524782455230_bulletin;https://static.baza.farpost.ru/drom/1524782455230_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-60838105.html;21999;Комплект дисков Weds;Weds;"9.0x17"", 5x114.30, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;114.30x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1500434260655_bulletin;https://static.baza.farpost.ru/drom/1500434260655_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-novye-wald-renovatio-r11c-61515646.html;37999;NEW ! Новые WALD Renovatio R11C;WALD Renovatio R11C;"8.5x20"", 5x150.00, ET40, ЦО 110,1мм.";"20""";"8.5""";40мм;150.00x5;Литой;110,1 мм.;47999;Wald;https://static.baza.farpost.ru/drom/1520322166244_bulletin;https://static.baza.farpost.ru/drom/1520322166244_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-vossen-cv4-61916481.html;21999;New! Vossen CV4;Vossen CV4;"8.0x17"", 5x114.30, ET31, ЦО 73,1мм.";"17""";"8.0""";31мм;114.30x5;Литой;73,1 мм.;26999;Vossen;https://static.baza.farpost.ru/drom/1535093837320_bulletin;https://static.baza.farpost.ru/drom/1535093837320_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-work-t7r-63199781.html;26999;New! Комплект Work T7R;Work T7R;"9.5x18"", 5x114.30, ET25, ЦО 73,1мм.";"18""";"9.5""";25мм;114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1525660730952_bulletin;https://static.baza.farpost.ru/drom/1525660730952_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-vossen-cv5-63215324.html;21999;New! Комплект Vossen CV5;Vossen CV5;"7.5x17"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм.";"17""";"7.5""";40мм;100.00x4,114.30x4;Литой;73,1 мм.;26999;Vossen;https://static.baza.farpost.ru/drom/1525689908197_bulletin;https://static.baza.farpost.ru/drom/1525689908197_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64914650.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";"18""";"8.5/9.5""";35/30мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1524749329358_bulletin;https://static.baza.farpost.ru/drom/1524749329358_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv4-51578853.html;25999;Комплект дисков Vossen CV4;Vossen CV4;"8.5x18"", 5x114.30, ET31, ЦО 73,1мм.";"18""";"8.5""";31мм;114.30x5;Литой;73,1 мм.;30999;Vossen;https://static.baza.farpost.ru/drom/1486561923571_bulletin;https://static.baza.farpost.ru/drom/1486561923571_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-53315522.html;27999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.0/9.0x18"", 5x112.00, ET35/33, ЦО 66,5мм.";"18""";"8.0/9.0""";35/33мм;112.00x5;Литой;66,5 мм.;32999;Vossen;https://static.baza.farpost.ru/drom/1493273173001_bulletin;https://static.baza.farpost.ru/drom/1493273173001_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-56604579.html;25999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"9.5x18"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм.";"18""";"9.5""";28мм;100.00x5,114.30x5;Литой;73,1 мм.;30999;Work;https://static.baza.farpost.ru/drom/1503393074090_bulletin;https://static.baza.farpost.ru/drom/1503393074090_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-bbs-59503579.html;16999;Комплект дисков BBS;BBS;"7.5x16"", 4x100.00, 4x114.30, ET18, ЦО 73,1мм.";"16""";"7.5""";18мм;100.00x4,114.30x4;Литой;73,1 мм.;21999;BBS;https://static.baza.farpost.ru/drom/1535094148558_bulletin;https://static.baza.farpost.ru/drom/1535094148558_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-60795504.html;21999;Комплект дисков Rays te37;Rays te37;"9.0x17"", 5x100.00, ET25, ЦО 73,1мм.";"17""";"9.0""";25мм;100.00x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1524781269874_bulletin;https://static.baza.farpost.ru/drom/1524781269874_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-rays-te37-61605539.html;26999;New! Комплект дисков Rays te37;Rays te37;"9.0/10.0x18"", 5x114.30, ET30/27, ЦО 73,1мм.";"18""";"9.0/10.0""";30/27мм;114.30x5;Литой;73,1 мм.;31999;RAYS;https://static.baza.farpost.ru/drom/1517821879538_bulletin;https://static.baza.farpost.ru/drom/1517821879538_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-belye-shogun-a1-62280101.html;26999;Дип. Белые. Shogun A1;Дип. Белые. Shogun A1;"10.5x18"", 5x114.30, ET15, ЦО 73,1мм.";"18""";"10.5""";15мм;114.30x5;Литой;73,1 мм.;31999;Shogun;https://static.baza.farpost.ru/drom/1522562796855_bulletin;https://static.baza.farpost.ru/drom/1522562796855_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-rays-te37-62820433.html;26999;New! Комплект дисков Rays te37;Rays te37;"8.5x18"", 5x114.30, ET35, ЦО 73,1мм.";"18""";"8.5""";35мм;114.30x5;Литой;73,1 мм.;31999;RAYS;https://static.baza.farpost.ru/drom/1524443478711_bulletin;https://static.baza.farpost.ru/drom/1524443478711_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62938464.html;21999;Комплект дисков XXR 527;XXR 527;"9.0x17"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм.";"17""";"9.0""";28мм;100.00x5,114.30x5;Литой;73,1 мм.;26999;XXR;https://static.baza.farpost.ru/drom/1524747661758_bulletin;https://static.baza.farpost.ru/drom/1524747661758_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-63216134.html;21999;Комплект дисков XXR 527;XXR 527;"9.0x17"", 4x100.00, 4x114.30, ET28, ЦО 73,1мм.";"17""";"9.0""";28мм;100.00x4,114.30x4;Литой;73,1 мм.;26999;XXR;https://static.baza.farpost.ru/drom/1525691065570_bulletin;https://static.baza.farpost.ru/drom/1525691065570_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-61487329.html;26999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5/9.5x18"", 5x100.00, 5x114.30, ET28/22, ЦО 73,1мм.";"18""";"8.5/9.5""";28/22мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1523767762778_bulletin;https://static.baza.farpost.ru/drom/1523767762778_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-62492927.html;27999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.0/9.0x18"", 5x114.30, ET40/38, ЦО 73,1мм.";"18""";"8.0/9.0""";40/38мм;114.30x5;Литой;73,1 мм.;32999;Vossen;https://static.baza.farpost.ru/drom/1493273173001_bulletin;https://static.baza.farpost.ru/drom/1493273173001_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-62907340.html;21999;Комплект дисков Weds;Weds;"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";"17""";"8.0/9.0""";35/30мм;114.30x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1525487096439_bulletin;https://static.baza.farpost.ru/drom/1525487096439_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-bbs-63503470.html;17999;New! Комплект дисков BBS;BBS;"7.5x16"", 5x100.00, 5x114.30, ET18, ЦО 73,1мм.";"16""";"7.5""";18мм;100.00x5,114.30x5;Литой;73,1 мм.;22999;BBS;https://static.baza.farpost.ru/drom/1535094064301_bulletin;https://static.baza.farpost.ru/drom/1535094064301_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-64213345.html;21999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"7.5x17"", 5x114.30, ET30, ЦО 73,1мм.";"17""";"7.5""";30мм;114.30x5;Литой;73,1 мм.;26999;Work;https://static.baza.farpost.ru/drom/1528972090085_bulletin;https://static.baza.farpost.ru/drom/1528972090085_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-toyota-tlc200-64261353.html;29999;Комплект дисков Toyota TLC200;Toyota TLC200;"8.5x20"", 5x150.00, ET60, ЦО 110,0мм.";"20""";"8.5""";60мм;150.00x5;Литой;110,0 мм.;39999;Lexus;https://static.baza.farpost.ru/drom/1529143202796_bulletin;https://static.baza.farpost.ru/drom/1529143202796_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-novye-vossen-vps-305-inforged-64842176.html;21999;NEW ! Новые Vossen VPS 305 inforged;Vossen VPS 305 inforged;"7.5x17"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм.";"17""";"7.5""";40мм;100.00x4,114.30x4;Литой;73,1 мм.;26999;Vossen;https://static.baza.farpost.ru/drom/1531195780364_bulletin;https://static.baza.farpost.ru/drom/1531195780364_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-65677250.html;26999;Дип. Shogun A1;Дип. Shogun A1;"9.5x18"", 5x114.30, ET20, ЦО 73,1мм.";"18""";"9.5""";20мм;114.30x5;Литой;73,1 мм.;31999;Shogun;https://static.baza.farpost.ru/drom/1525942902860_bulletin;https://static.baza.farpost.ru/drom/1525942902860_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-63199095.html;25999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5x18"", 5x114.30, ET30, ЦО 73,1мм.";"18""";"8.5""";30мм;114.30x5;Литой;73,1 мм.;30999;Work;https://static.baza.farpost.ru/drom/1525659655341_bulletin;https://static.baza.farpost.ru/drom/1525659655341_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-63243783.html;25999;Комплект дисков XXR 527;XXR 527;"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";"18""";"9.5""";30мм;100.00x5,114.30x5;Литой;73,1 мм.;30999;XXR;https://static.baza.farpost.ru/drom/1524747661758_bulletin;https://static.baza.farpost.ru/drom/1524747661758_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-bbs-63503510.html;21999;New! Комплект дисков BBS;BBS;"8.0x17"", 4x100.00, 4x114.30, ET20, ЦО 73,1мм.";"17""";"8.0""";20мм;100.00x4,114.30x4;Литой;73,1 мм.;26999;BBS;https://static.baza.farpost.ru/drom/1535093975551_bulletin;https://static.baza.farpost.ru/drom/1535093975551_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-lexus-64214167.html;27999;Комплект дисков Lexus;Lexus;"8.0x18"", 5x114.30, ET35, ЦО 60,1мм.";"18""";"8.0""";35мм;114.30x5;Литой;60,1 мм.;32999;Lexus;https://static.baza.farpost.ru/drom/1526973387059_bulletin;https://static.baza.farpost.ru/drom/1526973387059_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-lexus-64262807.html;22999;Комплект дисков Lexus;Lexus;"7.0x17"", 5x114.30, ET35, ЦО 60,1мм.";"17""";"7.0""";35мм;114.30x5;Литой;60,1 мм.;27999;Lexus;https://static.baza.farpost.ru/drom/1494917574996_bulletin;https://static.baza.farpost.ru/drom/1494917574996_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64841235.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.5x18"", 5x112.00, ET38, ЦО 73,1мм.";"18""";"8.5""";38мм;112.00x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1531193825341_bulletin;https://static.baza.farpost.ru/drom/1531193825341_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64851116.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;114.30x5;Литой;73,1 мм.;26999;Work;https://static.baza.farpost.ru/drom/1531193825341_bulletin;https://static.baza.farpost.ru/drom/1531193825341_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-64867336.html;21999;Дип. Shogun A1;Дип. Shogun A1;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1531275631133_bulletin;https://static.baza.farpost.ru/drom/1531275631133_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-64874356.html;21999;Дип. Shogun A1;Дип. Shogun A1;"9.5x17"", 5x114.30, ET15, ЦО 73,1мм.";"17""";"9.5""";15мм;114.30x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1531266329404_bulletin;https://static.baza.farpost.ru/drom/1531266329404_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64914436.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";"18""";"9.5""";30мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1481340823610_bulletin;https://static.baza.farpost.ru/drom/1481340823610_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-t7r-64261170.html;17999;Комплект дисков Work Emotion T7R;Work Emotion T7R;"7.0x16"", 4x98.00, 4x100.00, ET35, ЦО 73,1мм.";"16""";"7.0""";35мм;98.00x4,100.00x4;Литой;73,1 мм.;22999;Work;https://static.baza.farpost.ru/drom/1529142668596_bulletin;https://static.baza.farpost.ru/drom/1529142668596_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64356873.html;17999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";"16""";"7.0""";30мм;98.00x4,100.00x4;Литой;73,1 мм.;22999;Work;https://static.baza.farpost.ru/drom/1531197402417_bulletin;https://static.baza.farpost.ru/drom/1531197402417_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-65459489.html;26999;Комплект дисков XXR 527;XXR 527;"9.5/10.5x18"", 5x100.00, 5x114.30, ET30/18, ЦО 73,1мм.";"18""";"9.5/10.5""";30/18мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;XXR;https://static.baza.farpost.ru/drom/1479376547235_bulletin;https://static.baza.farpost.ru/drom/1479376547235_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-62486182.html;32999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.5x19"", 5x114.30, ET35, ЦО 73,1мм.";"19""";"8.5""";35мм;114.30x5;Литой;73,1 мм.;42999;Vossen;https://static.baza.farpost.ru/drom/1495683625253_bulletin;https://static.baza.farpost.ru/drom/1495683625253_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-62602089.html;26999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5x18"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм.";"18""";"8.5""";28мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1523767762778_bulletin;https://static.baza.farpost.ru/drom/1523767762778_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-novye-toyota-lc-prado-150-r18-6x139-7-new-restajling-53409988.html;26999;NEW! Новые =Toyota-LC-Prado-150= R18 6x139,7 *NEW Рестайлинг*;=Toyota-LC-Prado-150= R18 6x139,7 * Рестайлинг*;"7.5x18"", 6x139.70, ET30, ЦО 106,1мм.";"18""";"7.5""";30мм;139.70x6;Литой;106,1 мм.;31999;Toyota Land Cruiser Prado;https://static.baza.farpost.ru/drom/1492211195955_bulletin;https://static.baza.farpost.ru/drom/1492211195955_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-55276642.html;21999;Комплект дисков XXR 527;XXR 527;"9.0x17"", 4x100.00, 4x114.30, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;100.00x4,114.30x4;Литой;73,1 мм.;26999;XXR;https://static.baza.farpost.ru/drom/1524526759874_bulletin;https://static.baza.farpost.ru/drom/1524526759874_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-56328117.html;18999;Комплект дисков XXR 527;XXR 527;"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";"16""";"7.0""";30мм;98.00x4,100.00x4;Литой;73,1 мм.;23999;XXR;https://static.baza.farpost.ru/drom/1535009896997_bulletin;https://static.baza.farpost.ru/drom/1535009896997_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-59311365.html;20999;Комплект дисков;;"7.5x17"", 4x100.00, ET40, ЦО 73,1мм.";"17""";"7.5""";40мм;100.00x4;Литой;73,1 мм.;25999;RAYS;https://static.baza.farpost.ru/drom/1512268162027_bulletin;https://static.baza.farpost.ru/drom/1512268162027_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-61601082.html;21999;Комплект дисков Rays te37;Rays te37;"8.0x17"", 5x114.30, ET30, ЦО 73,1мм.";"17""";"8.0""";30мм;114.30x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1524751099262_bulletin;https://static.baza.farpost.ru/drom/1524751099262_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cvt-62491480.html;21999;Комплект дисков Vossen CVT;Vossen CVT;"7.5x17"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм.";"17""";"7.5""";40мм;100.00x4,114.30x4;Литой;73,1 мм.;26999;Vossen;https://static.baza.farpost.ru/drom/1525660065657_bulletin;https://static.baza.farpost.ru/drom/1525660065657_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-t7r-62675250.html;26999;New! Work T7R;Work T7R;"9.5x18"", 5x114.30, ET25, ЦО 73,1мм.";"18""";"9.5""";25мм;114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1524398057634_bulletin;https://static.baza.farpost.ru/drom/1524398057634_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;26999;Комплект дисков XXR 527;XXR 527;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";"18""";"8.5/9.5""";35/30мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;XXR;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;Replika777
