link;price;title;title_short;annotation;diameter;width;et;pcd;type;dia;retail_price;brand;img;img_full;seller
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-62907449.html;21999;Комплект дисков Weds;Weds;"8.0/9.0x17"", 5x100.00, ET35/30, ЦО 73,1мм.";"17""";"8.0/9.0""";35/30мм;100.00x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1500430604891_bulletin;https://static.baza.farpost.ru/drom/1500430604891_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-63338468.html;26999;Дип. Shogun A1;Дип. Shogun A1;"10.5x18"", 5x114.30, ET15, ЦО 73,1мм.";"18""";"10.5""";15мм;114.30x5;Литой;73,1 мм.;31999;Shogun;https://static.baza.farpost.ru/drom/1528972611563_bulletin;https://static.baza.farpost.ru/drom/1528972611563_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-50239291.html;21999;Комплект дисков Vossen CV3;Vossen CV3;"8.0x17"", 5x100.00, ET30, ЦО 73,1мм.";"17""";"8.0""";30мм;100.00x5;Литой;73,1 мм.;26999;Vossen;https://static.baza.farpost.ru/drom/1483063281672_bulletin;https://static.baza.farpost.ru/drom/1483063281672_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-ce28-53068322.html;21999;Комплект дисков Rays CE28;Rays CE28;"9.0x17"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;100.00x5,114.30x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1528971831540_bulletin;https://static.baza.farpost.ru/drom/1528971831540_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-55388581.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;114.30x5;Литой;73,1 мм.;26999;ProDrive;https://static.baza.farpost.ru/drom/1501145318949_bulletin;https://static.baza.farpost.ru/drom/1501145318949_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-55829327.html;21999;Комплект дисков Weds;Weds;"9.0x17"", 5x100.00, ET25, ЦО 73,1мм.";"17""";"9.0""";25мм;100.00x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1500447458274_bulletin;https://static.baza.farpost.ru/drom/1500447458274_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-55865157.html;25999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5x18"", 5x114.30, ET30, ЦО 73,1мм.";"18""";"8.5""";30мм;114.30x5;Литой;73,1 мм.;30999;Work;https://static.baza.farpost.ru/drom/1525659405411_bulletin;https://static.baza.farpost.ru/drom/1525659405411_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-57632900.html;21999;Комплект дисков Weds;Weds;"9.0x17"", 5x100.00, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;100.00x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1526000967981_bulletin;https://static.baza.farpost.ru/drom/1526000967981_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-61771132.html;21999;Комплект дисков Weds;Weds;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;114.30x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1525659914092_bulletin;https://static.baza.farpost.ru/drom/1525659914092_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-vossen-cv3-62819232.html;21999;New! Комплект Vossen CV3;Vossen CV3;"8.0x17"", 5x114.30, ET30, ЦО 73,1мм.";"17""";"8.0""";30мм;114.30x5;Литой;73,1 мм.;26999;Vossen;https://static.baza.farpost.ru/drom/1524439757538_bulletin;https://static.baza.farpost.ru/drom/1524439757538_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-rota-rays-te37-62907255.html;21999;New! Комплект Rota Rays te37;Rota Rays te37;"8.0x17"", 5x114.30, ET30, ЦО 73,1мм.";"17""";"8.0""";30мм;114.30x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1517821879538_bulletin;https://static.baza.farpost.ru/drom/1517821879538_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-bronza-shogun-a1-63246225.html;26999;Дип. Бронза. Shogun A1;Дип. Бронза. Shogun A1;"10.5x18"", 5x114.30, ET15, ЦО 73,1мм.";"18""";"10.5""";15мм;114.30x5;Литой;73,1 мм.;31999;Shogun;https://static.baza.farpost.ru/drom/1525778923164_bulletin;https://static.baza.farpost.ru/drom/1525778923164_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-raznoshirokie-bmw-64826271.html;31999;Комплект дисков Разноширокие BMW;Разноширокие BMW;"8.5/9.5x19"", 5x120.00, ET28/30, ЦО 72,6мм.";"19""";"8.5/9.5""";28/30мм;120.00x5;Литой;72,6 мм.;41999;BMW;https://static.baza.farpost.ru/drom/1486701737092_bulletin;https://static.baza.farpost.ru/drom/1486701737092_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-56318071.html;17999;Комплект дисков Rays te37;Rays te37;"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";"16""";"7.0""";30мм;98.00x4,100.00x4;Литой;73,1 мм.;22999;RAYS;https://static.baza.farpost.ru/drom/1503458364369_bulletin;https://static.baza.farpost.ru/drom/1503458364369_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-56318119.html;16999;Комплект дисков Rays te37;Rays te37;"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";"16""";"7.0""";30мм;98.00x4,100.00x4;Литой;73,1 мм.;21999;RAYS;https://static.baza.farpost.ru/drom/1503457397385_bulletin;https://static.baza.farpost.ru/drom/1503457397385_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-xxr-527-56328176.html;17999;New! XXR 527;XXR 527;"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";"16""";"7.0""";30мм;98.00x4,100.00x4;Литой;73,1 мм.;22999;XXR;https://static.baza.farpost.ru/drom/1535089822837_bulletin;https://static.baza.farpost.ru/drom/1535089822837_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60269562.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";"17""";"8.0/9.0""";35/30мм;114.30x5;Литой;73,1 мм.;26999;ProDrive;https://static.baza.farpost.ru/drom/1500545206889_bulletin;https://static.baza.farpost.ru/drom/1500545206889_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60271320.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";"17""";"8.0/9.0""";35/30мм;114.30x5;Литой;73,1 мм.;26999;ProDrive;https://static.baza.farpost.ru/drom/1506091116512_bulletin;https://static.baza.farpost.ru/drom/1506091116512_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-62305562.html;32999;Комплект дисков;;"9.5x19"", 5x114.30, ET35, ЦО 73,1мм.";"19""";"9.5""";35мм;114.30x5;Литой;73,1 мм.;42999;Wheelegend;https://static.baza.farpost.ru/drom/1522831211156_bulletin;https://static.baza.farpost.ru/drom/1522831211156_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-weds-62333550.html;21999;NEW! Комплект Weds;Weds;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1524752096026_bulletin;https://static.baza.farpost.ru/drom/1524752096026_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-63364679.html;17999;Комплект дисков Vossen CV3;Vossen CV3;"7.0x16"", 5x100.00, ET40, ЦО 73,1мм.";"16""";"7.0""";40мм;100.00x5;Литой;73,1 мм.;22999;Vossen;https://static.baza.farpost.ru/drom/1492399623370_bulletin;https://static.baza.farpost.ru/drom/1492399623370_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-65077912.html;26999;Дип. Shogun A1;Дип. Shogun A1;"8.5x18"", 5x114.30, ET35, ЦО 73,1мм.";"18""";"8.5""";35мм;114.30x5;Литой;73,1 мм.;31999;Shogun;https://static.baza.farpost.ru/drom/1531275631133_bulletin;https://static.baza.farpost.ru/drom/1531275631133_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-65245224.html;31999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.5/9.5x19"", 5x112.00, ET32/33, ЦО 66,5мм.";"19""";"8.5/9.5""";32/33мм;112.00x5;Литой;66,5 мм.;41999;Vossen;https://static.baza.farpost.ru/drom/1493273173001_bulletin;https://static.baza.farpost.ru/drom/1493273173001_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-59251090.html;21999;Комплект дисков Rays te37;Rays te37;"9.0x17"", 5x114.30, ET25, ЦО 73,1мм.";"17""";"9.0""";25мм;114.30x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1524749936075_bulletin;https://static.baza.farpost.ru/drom/1524749936075_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-rays-te37-61834394.html;28999;NEW! Rays te37;Rays te37;"8.5x18"", 6x139.70, ET20, ЦО 110,0мм.";"18""";"8.5""";20мм;139.70x6;Литой;110,0 мм.;33999;RAYS;https://static.baza.farpost.ru/drom/1521437552332_bulletin;https://static.baza.farpost.ru/drom/1521437552332_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-62305498.html;26999;Комплект дисков;;"9.0x18"", 5x114.30, ET35, ЦО 73,1мм.";"18""";"9.0""";35мм;114.30x5;Литой;73,1 мм.;31999;Wheelegend;https://static.baza.farpost.ru/drom/1523424812415_bulletin;https://static.baza.farpost.ru/drom/1523424812415_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-work-t7r-62675099.html;27999;NEW! Комплект дисков Work T7R;Work T7R;"8.5x18"", 5x114.30, ET33, ЦО 73,1мм.";"18""";"8.5""";33мм;114.30x5;Литой;73,1 мм.;32999;Work;https://static.baza.farpost.ru/drom/1524390045743_bulletin;https://static.baza.farpost.ru/drom/1524390045743_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-work-t7r-63199642.html;26999;New! Комплект Work T7R;Work T7R;"8.5/9.5x18"", 5x114.30, ET33/25, ЦО 73,1мм.";"18""";"8.5/9.5""";33/25мм;114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1525660730952_bulletin;https://static.baza.farpost.ru/drom/1525660730952_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-63287776.html;26999;Дип. Shogun A1;Дип. Shogun A1;"10.5x18"", 5x114.30, ET15, ЦО 73,1мм.";"18""";"10.5""";15мм;114.30x5;Литой;73,1 мм.;31999;Shogun;https://static.baza.farpost.ru/drom/1525942902860_bulletin;https://static.baza.farpost.ru/drom/1525942902860_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-64840544.html;26999;Комплект дисков XXR 527;XXR 527;"9.5x18"", 5x112.00, 5x114.30, ET30, ЦО 73,1мм.";"18""";"9.5""";30мм;112.00x5,114.30x5;Литой;73,1 мм.;31999;XXR;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-65245189.html;27999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.0x18"", 5x112.00, ET35, ЦО 66,5мм.";"18""";"8.0""";35мм;112.00x5;Литой;66,5 мм.;32999;Vossen;https://static.baza.farpost.ru/drom/1493273173001_bulletin;https://static.baza.farpost.ru/drom/1493273173001_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-65460475.html;26999;Комплект дисков XXR 527;XXR 527;"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";"18""";"8.5""";35мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;XXR;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-shogun-a1-65606974.html;21999;New! Дип. Shogun A1;Дип. Shogun A1;"8.5x17"", 5x114.30, ET22, ЦО 73,1мм.";"17""";"8.5""";22мм;114.30x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1534993246498_bulletin;https://static.baza.farpost.ru/drom/1534993246498_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-65678270.html;21999;Комплект дисков Vossen CV3;Vossen CV3;"8.0x17"", 5x114.30, ET30, ЦО 73,1мм.";"17""";"8.0""";30мм;114.30x5;Литой;73,1 мм.;26999;Vossen;https://static.baza.farpost.ru/drom/1483063281672_bulletin;https://static.baza.farpost.ru/drom/1483063281672_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-vossen-cv5-57399689.html;20999;New! Комплект дисков Vossen CV5;Vossen CV5;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x5;Литой;73,1 мм.;25999;Vossen;https://static.baza.farpost.ru/drom/1524442890548_bulletin;https://static.baza.farpost.ru/drom/1524442890548_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-rays-62938655.html;17500;New! Комплект дисков Rays;Rays;"7.0x16"", 4x100.00, ET35, ЦО 73,1мм.";"16""";"7.0""";35мм;100.00x4;Литой;73,1 мм.;22500;RAYS;https://static.baza.farpost.ru/drom/1524750523353_bulletin;https://static.baza.farpost.ru/drom/1524750523353_default;Replika777
https://baza.drom.ru/chita/wheel/disc/weds-2sht-64263242.html;9999;Weds (2шт);Weds (2шт);"9.0x17"", 5x114.30, ET25, ЦО 73,1мм.";"17""";"9.0""";25мм;114.30x5;Литой;73,1 мм.;14999;Weds;https://static.baza.farpost.ru/drom/1501040609327_bulletin;https://static.baza.farpost.ru/drom/1501040609327_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-65245199.html;31999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.5x19"", 5x112.00, ET32, ЦО 66,5мм.";"19""";"8.5""";32мм;112.00x5;Литой;66,5 мм.;41999;Vossen;https://static.baza.farpost.ru/drom/1493273173001_bulletin;https://static.baza.farpost.ru/drom/1493273173001_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-shogun-a1-65606940.html;21999;New! Дип. Shogun A1;Дип. Shogun A1;"9.5x17"", 5x114.30, ET18, ЦО 73,1мм.";"17""";"9.5""";18мм;114.30x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1534993027737_bulletin;https://static.baza.farpost.ru/drom/1534993027737_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-65677230.html;26999;Дип. Shogun A1;Дип. Shogun A1;"9.5/10.5x18"", 5x114.30, ET20/15, ЦО 73,1мм.";"18""";"9.5/10.5""";20/15мм;114.30x5;Литой;73,1 мм.;31999;Shogun;https://static.baza.farpost.ru/drom/1525942902860_bulletin;https://static.baza.farpost.ru/drom/1525942902860_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-53068333.html;21999;Комплект дисков Rays te37;Rays te37;"9.0x17"", 5x100.00, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;100.00x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1528974150372_bulletin;https://static.baza.farpost.ru/drom/1528974150372_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-53108353.html;21999;Комплект дисков Rays te37;Rays te37;"9.0x17"", 5x114.30, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;114.30x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1528972352095_bulletin;https://static.baza.farpost.ru/drom/1528972352095_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-t7r-54018532.html;17999;Комплект дисков Work Emotion T7R;Work Emotion T7R;"7.0x16"", 4x98.00, 4x100.00, ET35, ЦО 73,1мм.";"16""";"7.0""";35мм;98.00x4,100.00x4;Литой;73,1 мм.;22999;Work;https://static.baza.farpost.ru/drom/1494157189781_bulletin;https://static.baza.farpost.ru/drom/1494157189781_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-shogun-a1-54870245.html;26999;New! Shogun A1.;Shogun A1.;"9.5x18"", 5x114.30, ET20, ЦО 73,1мм.";"18""";"9.5""";20мм;114.30x5;Литой;73,1 мм.;31999;RAYS;https://static.baza.farpost.ru/drom/1511110879072_bulletin;https://static.baza.farpost.ru/drom/1511110879072_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weld-61486048.html;25999;Комплект дисков Weld;Weld;"9.5x18"", 5x114.30, ET25, ЦО 73,1мм.";"18""";"9.5""";25мм;114.30x5;Литой;73,1 мм.;30999;Weld;https://static.baza.farpost.ru/drom/1506740120850_bulletin;https://static.baza.farpost.ru/drom/1506740120850_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-47149014.html;25999;Комплект дисков Weds;Weds;"9.5/10.5x18"", 5x114.30, ET20/25, ЦО 73,1мм.";"18""";"9.5/10.5""";20/25мм;114.30x5;Литой;73,1 мм.;30999;Weds Sport;https://static.baza.farpost.ru/drom/1486715809632_bulletin;https://static.baza.farpost.ru/drom/1486715809632_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-sl-51647881.html;17500;Комплект дисков Rays te37 SL;Rays te37 SL;"7.0x16"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм.";"16""";"7.0""";40мм;100.00x4,114.30x4;Литой;73,1 мм.;22500;RAYS;https://static.baza.farpost.ru/drom/1491193209623_bulletin;https://static.baza.farpost.ru/drom/1491193209623_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-toyota-tlc200-51712022.html;30999;Комплект дисков Toyota TLC200;Toyota TLC200;"8.5x20"", 5x150.00, ET60, ЦО 110,0мм.";"20""";"8.5""";60мм;150.00x5;Литой;110,0 мм.;40999;Lexus;https://static.baza.farpost.ru/drom/1487038497520_bulletin;https://static.baza.farpost.ru/drom/1487038497520_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-53040035.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.0x17"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x5,114.30x5;Литой;73,1 мм.;26999;Work;https://static.baza.farpost.ru/drom/1525690636645_bulletin;https://static.baza.farpost.ru/drom/1525690636645_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-53040511.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"9.0x17"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм.";"17""";"9.0""";28мм;100.00x5,114.30x5;Литой;73,1 мм.;26999;Work;https://static.baza.farpost.ru/drom/1526001371713_bulletin;https://static.baza.farpost.ru/drom/1526001371713_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-t7r-54018512.html;17999;Комплект дисков Work Emotion T7R;Work Emotion T7R;"7.0x16"", 4x98.00, 4x100.00, ET35, ЦО 73,1мм.";"16""";"7.0""";35мм;98.00x4,100.00x4;Литой;73,1 мм.;22999;Work;https://static.baza.farpost.ru/drom/1494157147155_bulletin;https://static.baza.farpost.ru/drom/1494157147155_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-54019773.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";"18""";"9.5""";30мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;Work;https://static.baza.farpost.ru/drom/1524749329358_bulletin;https://static.baza.farpost.ru/drom/1524749329358_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-prodrive-55388391.html;21999;Комплект дисков Prodrive;Prodrive;"9.0x17"", 5x100.00, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;100.00x5;Литой;73,1 мм.;26999;ProDrive;https://static.baza.farpost.ru/drom/1506091116512_bulletin;https://static.baza.farpost.ru/drom/1506091116512_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-56175870.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.0x17"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x5,114.30x5;Литой;73,1 мм.;26999;Work;https://static.baza.farpost.ru/drom/1535090656686_bulletin;https://static.baza.farpost.ru/drom/1535090656686_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-59798165.html;26999;Комплект дисков Weds;Weds;"9.5x18"", 5x114.30, ET20, ЦО 73,1мм.";"18""";"9.5""";20мм;114.30x5;Литой;73,1 мм.;31999;Weds;https://static.baza.farpost.ru/drom/1485465271348_bulletin;https://static.baza.farpost.ru/drom/1485465271348_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-61430471.html;17500;Комплект дисков Vossen CV3;Vossen CV3;"7.0x16"", 5x114.30, ET40, ЦО 73,1мм.";"16""";"7.0""";40мм;114.30x5;Литой;73,1 мм.;22500;Vossen;https://static.baza.farpost.ru/drom/1492399623370_bulletin;https://static.baza.farpost.ru/drom/1492399623370_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-53210660.html;24999;Комплект дисков Work;Work;"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,1мм.";"18""";"8.5/9.5""";30/20мм;100.00x5,114.30x5;Литой;73,1 мм.;29999;Work;https://static.baza.farpost.ru/drom/1491633952006_bulletin;https://static.baza.farpost.ru/drom/1491633952006_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-53910057.html;26999;Комплект дисков Vossen CV3;Vossen CV3;"8.0x18"", 5x114.30, ET40, ЦО 73,1мм.";"18""";"8.0""";40мм;114.30x5;Литой;73,1 мм.;31999;Vossen;https://static.baza.farpost.ru/drom/1493794497003_bulletin;https://static.baza.farpost.ru/drom/1493794497003_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-cr-kai-56242459.html;32999;Комплект дисков Work Cr-Kai;Work Cr-Kai;"8.5x19"", 5x114.30, ET35, ЦО 73,1мм.";"19""";"8.5""";35мм;114.30x5;Литой;73,1 мм.;42999;Work;https://static.baza.farpost.ru/drom/1524387243477_bulletin;https://static.baza.farpost.ru/drom/1524387243477_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-64213882.html;25999;Комплект дисков XXR 527;XXR 527;"9.5x18"", 5x112.00, 5x114.30, ET30, ЦО 73,1мм.";"18""";"9.5""";30мм;112.00x5,114.30x5;Литой;73,1 мм.;30999;XXR;https://static.baza.farpost.ru/drom/1528972790151_bulletin;https://static.baza.farpost.ru/drom/1528972790151_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-shogun-a1-65896974.html;21999;New! Дип. Shogun A1;Дип. Shogun A1;"9.5x17"", 5x114.30, ET18, ЦО 73,1мм.";"17""";"9.5""";18мм;114.30x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1534993649332_bulletin;https://static.baza.farpost.ru/drom/1534993649332_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-xxr-527-65897148.html;26999;New! Комплект дисков XXR 527;XXR 527;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";"18""";"8.5/9.5""";35/30мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;XXR;https://static.baza.farpost.ru/drom/1531407157467_bulletin;https://static.baza.farpost.ru/drom/1531407157467_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-shogun-a1-65904856.html;21999;New! Shogun A1;Shogun A1;"8.5x17"", 5x114.30, ET20, ЦО 73,1мм.";"17""";"8.5""";20мм;114.30x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1535008832525_bulletin;https://static.baza.farpost.ru/drom/1535008832525_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-shogun-a1-65905532.html;21999;New! Shogun A1;Shogun A1;"8.5/9.5x17"", 5x114.30, ET20/12, ЦО 73,1мм.";"17""";"8.5/9.5""";20/12мм;114.30x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1535009084982_bulletin;https://static.baza.farpost.ru/drom/1535009084982_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-rays-ce28-65927594.html;26999;New! Rays CE28;Rays CE28;"9.5/10.5x18"", 5x100.00, 5x114.30, ET22/35, ЦО 73,1мм.";"18""";"9.5/10.5""";22/35мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;RAYS;https://static.baza.farpost.ru/drom/1535086896771_bulletin;https://static.baza.farpost.ru/drom/1535086896771_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-rays-ce28-65927605.html;26999;New! Rays CE28;Rays CE28;"10.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";"18""";"10.5""";35мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;RAYS;https://static.baza.farpost.ru/drom/1535086896771_bulletin;https://static.baza.farpost.ru/drom/1535086896771_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-rays-te37-65927734.html;17999;New! Rays te37;Rays te37;"7.0x16"", 4x98.00, 4x100.00, ET31, ЦО 73,1мм.";"16""";"7.0""";31мм;98.00x4,100.00x4;Литой;73,1 мм.;22999;RAYS;https://static.baza.farpost.ru/drom/1535087370839_bulletin;https://static.baza.farpost.ru/drom/1535087370839_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-vossen-49604686.html;21999;New! Комплект дисков Vossen;Vossen;"7.5x17"", 5x114.30, ET40, ЦО 73,1мм.";"17""";"7.5""";40мм;114.30x5;Литой;73,1 мм.;26999;Vossen;https://static.baza.farpost.ru/drom/1536141194407_bulletin;https://static.baza.farpost.ru/drom/1536141194407_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-49729351.html;26999;Комплект дисков Vossen CV3;Vossen CV3;"8.5x18"", 5x114.30, ET33, ЦО 73,1мм.";"18""";"8.5""";33мм;114.30x5;Литой;73,1 мм.;31999;Vossen;https://static.baza.farpost.ru/drom/1480515983886_bulletin;https://static.baza.farpost.ru/drom/1480515983886_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-54210404.html;21999;Комплект дисков Rays te37;Rays te37;"9.0x17"", 5x100.00, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;100.00x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1470810378487_bulletin;https://static.baza.farpost.ru/drom/1470810378487_default;Replika777
